,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
1368,Easy Home Financ...,3.8,(29 Reviews),Public,"Mumbai,Maharashtra + 10 more",4,201-500 Employees (India)
1369,Fyers Securities,3.9,(29 Reviews),Private,"Bengaluru/Bangalore,Karnataka",7,201-500 Employees (India)
1370,Eduvanz,3.1,(29 Reviews),Private,"Mumbai,Maharashtra + 2 more",6,51-200 Employees (India)
1371,Intertrustviteos...,3.2,(29 Reviews),Amsterdam + 2 more,70,1k-5k Employees (India),
1372,Wisdom IT Servic...,3.4,(28 Reviews),Private,Hyderabad,12,501-1k Employees (Global)
1373,CORE Education &...,4.0,(28 Reviews),Public,Mumbai + 9 more,37,501-1k Employees (Global)
1374,Numaligarh Refin...,4.4,(28 Reviews),Private,"Golaghat,Assam + 2 more",23,1k-5k Employees (India)
1375,Virtual Galaxy I...,4.3,(28 Reviews),Private,"Nagpur,Maharashtra + 1 more",25,51-200 Employees (India)
1376,Indian Drugs and...,4.3,(28 Reviews),Private,Gurgaon + 7 more,61,501-1k Employees (Global)
1377,Krisfo InfoTech ...,2.1,(28 Reviews),Private,Bengaluru + 9 more,14,51-200 Employees (India)
1378,Learning Spiral,3.2,(28 Reviews),Kolkata + 1 more,11-50 Employees (India),,
1379,Kent,3.9,(28 Reviews),Private,Breda + 13 more,1k-5k Employees (India),
1380,Janki,4.1,(28 Reviews),Private,Bengaluru + 4 more,29,51-200 Employees (India)
1381,K.M. Dastur Rein...,3.5,(28 Reviews),Mumbai + 7 more,49,11-50 Employees (India),
1382,RoundGlass,3.4,(28 Reviews),"Bellevue,Washington State + 3 more",8,501-1k Employees (India),
1383,Pranveer Singh I...,4.0,(28 Reviews),Private,"Kanpur,Uttar Pradesh + 3 more",18,51-200 Employees (India)
1384,Champion InfoMet...,3.1,(28 Reviews),Bengaluru + 1 more,1k-5k Employees (India),,
1385,Sheltera Consult...,3.3,(28 Reviews),Private,New Delhi + 2 more,24,51-200 Employees (Global)
1386,Global E Tele Se...,4.0,(28 Reviews),Mumbai + 5 more,13,1k-5k Employees (India),
1387,Jaypore,3.5,(28 Reviews),Private,"Delhi,NCT",11,51-200 Employees (India)
1388,Sureworks Infote...,4.3,(28 Reviews),Bengaluru + 9 more,13,,
1389,Solicis Lex,4.5,(28 Reviews),Private,Mumbai + 1 more,51-200 Employees (Global),
1390,Recorders & Medi...,3.7,(28 Reviews),Private,Panchkula + 5 more,47,201-500 Employees (India)
1391,ABC Techno Labs,3.2,(28 Reviews),Chennai + 4 more,201-500 Employees (India),,
1392,Mann Travel,2.9,(28 Reviews),Melbourne + 2 more,15,11-50 Employees (India),
1393,Faircent.com,2.9,(28 Reviews),Private,"Gurgaon,Haryana + 3 more",9,51-200 Employees (India)
1394,Anik Industries,3.4,(28 Reviews),Public,India + 6 more,,
1395,PCB Planet,4.1,(28 Reviews),Gandhinagar,22,51-200 Employees (India),
1396,Commtel Networks,3.9,(28 Reviews),Navi Mumbai + 6 more,24,201-500 Employees (India),
1397,Hari Krishna Exp...,3.6,(28 Reviews),Mumbai,,,
1398,Dawn Digital,3.2,(28 Reviews),Public,"Delhi/NCR,New Delhi + 1 more",21,51-200 Employees (India)
1399,E-Smart Systems,4.4,(28 Reviews),Public,New Delhi,18,51-200 Employees (India)
1400,6Tel Consultancy,2.4,(28 Reviews),Private,Ghaziabad + 2 more,15,11-50 Employees (India)
1401,Wellthy Therapeu...,4.2,(28 Reviews),Private,"Mumbai,Maharashtra + 2 more",7,51-200 Employees (India)
1402,Maxtra Technolog...,3.4,(28 Reviews),Private,"Noida,Uttar Pradesh",13,51-200 Employees (India)
1403,Elogix Software,3.9,(28 Reviews),Kolkata,20,51-200 Employees (India),
1404,Spa Capital Serv...,3.7,(28 Reviews),Public,"Delhi/NCR,Delhi + 6 more",27,501-1k Employees (India)
1405,Power Finance Co...,4.9,(28 Reviews),Private,New Delhi + 6 more,36,201-500 Employees (India)
1406,V.V. Titanium Pi...,4.4,(28 Reviews),Private,Tirunelveli,28,51-200 Employees (India)
1407,Cameron Manufact...,4.1,(28 Reviews),Private,Horseheads,39,201-500 Employees (India)
1408,Avant Garde Clea...,4.0,(28 Reviews),New Delhi + 3 more,,,
1409,Euphoria Technol...,2.3,(28 Reviews),Private,Navi Mumbai + 7 more,12,51-200 Employees (India)
1410,ABC Techno Labs,3.2,(28 Reviews),Chennai + 4 more,201-500 Employees (India),,
1411,Power Finance Co...,4.9,(28 Reviews),Private,New Delhi + 6 more,36,201-500 Employees (India)
1412,Krisfo InfoTech ...,2.1,(28 Reviews),Private,Bengaluru + 9 more,14,51-200 Employees (India)
1413,Recorders & Medi...,3.7,(28 Reviews),Private,Panchkula + 5 more,47,201-500 Employees (India)
1414,Virtual Galaxy I...,4.3,(28 Reviews),Private,"Nagpur,Maharashtra + 1 more",25,51-200 Employees (India)
1415,Probus Insurance...,4.3,(28 Reviews),Mumbai + 8 more,51-200 Employees (India),,
1416,Sai point Financ...,3.5,(28 Reviews),Nagpur + 8 more,11-50 Employees (India),,
1417,ADF Data Science,4.4,(28 Reviews),San Diego,201-500 Employees (India),,
1418,Indiag,3.9,(28 Reviews),Private,"Gurgaon,Haryana + 2 more",2,51-200 Employees (India)
1419,Dtcc,4.3,(28 Reviews),Private,New York,23,201-500 Employees (India)
1420,JK Risk Managers...,3.9,(27 Reviews),Private,India + 4 more,201-500 Employees (India),
1421,Hedge Equities,3.8,(27 Reviews),Private,"Kochi/Cochin,Kerala + 2 more",14,51-200 Employees (India)
1422,TRC Corporate Co...,3.7,(27 Reviews),Private,"Delhi/NCR,Delhi + 1 more",51-200 Employees (India),
1423,Interactive Brok...,3.7,(27 Reviews),Private,"Greenwich,Connecticut + 1 more",44,201-500 Employees (India)
1424,Money Honey Fina...,3.3,(27 Reviews),Private,Mumbai + 2 more,14,51-200 Employees (Global)
1425,SNDL,4.4,(27 Reviews),Private,11-50 Employees (Global),,
1426,Avaids Technovat...,4.1,(27 Reviews),Private,Gurgaon + 4 more,37,51-200 Employees (India)
1427,Ascensive Educar...,3.6,(27 Reviews),Kolkata + 4 more,51-200 Employees (India),,
1428,Zuari Investment...,4.5,(27 Reviews),Public,"Delhi/NCR,Delhi + 3 more",27,201-500 Employees (India)
1429,Axis Colleges,2.7,(27 Reviews),Kanpur + 1 more,12,51-200 Employees (India),
1430,DCC Bank,4.1,(27 Reviews),Placentia + 11 more,95,,
1431,Vuram,4.6,(27 Reviews),Private,"Chennai,Tamil Nadu",11,201-500 Employees (India)
1432,Manappuram Asset...,3.7,(27 Reviews),Private,Chennai + 9 more,35,51-200 Employees (India)
1433,Ovation Services,4.1,(27 Reviews),Private,Copley + 2 more,7,201-500 Employees (Global)
1434,Clair Engineers,4.2,(27 Reviews),Hyderabad,30,51-200 Employees (India),
1435,Petron Emirates ...,3.7,(27 Reviews),Dubai,,,
1436,Mass Software So...,2.8,(27 Reviews),Kolkata,21,11-50 Employees (India),
1437,Smartron India,3.9,(27 Reviews),"Hyderabad,Telangana + 5 more",9,51-200 Employees (India),
1438,Kaizen,3.9,(27 Reviews),Private,Bengaluru + 12 more,15,11-50 Employees (Global)
1439,Avkul Marketing,2.0,(27 Reviews),Noida + 6 more,,,
1440,Airox Technologi...,4.3,(27 Reviews),Aurangabad + 4 more,11,51-200 Employees (India),
1441,Sangath,4.0,(27 Reviews),Goa + 4 more,26,51-200 Employees (India),
1442,Desire Energy So...,4.5,(27 Reviews),Jaipur + 1 more,501-1k Employees (India),,
1443,Complete Surveyi...,2.4,(27 Reviews),"Noida,Uttar Pradesh",29,,
1444,S4Carlisle Publi...,4.4,(27 Reviews),Private,"Chennai,Tamil Nadu",21,201-500 Employees (India)
1445,Karrm Infrastruc...,2.8,(27 Reviews),Private,Mumbai,11,1k-5k Employees (Global)
1446,Anjani Portland ...,4.1,(27 Reviews),Public,Hyderabad,23,501-1k Employees (India)
1447,Adarsh Co-operat...,4.2,(27 Reviews),Private,Sirohi + 8 more,50,501-1k Employees (Global)
1448,Grant Thornton S...,4.0,(27 Reviews),Private,Bangalore + 1 more,1k-5k Employees (India),
1449,Chemmanur Credit...,4.3,(27 Reviews),Private,Thrissur + 6 more,14,51-200 Employees (India)
1450,Ripples Advisory,3.3,(27 Reviews),Indore,7,51-200 Employees (India),
1451,Master Trust,3.0,(27 Reviews),Public,Ludhiana + 8 more,37,51-200 Employees (India)
1452,Global Benefits ...,3.3,(27 Reviews),Private,"Foothill Ranch,California",41,501-1k Employees (India)
1453,Aditya Trading S...,3.3,(27 Reviews),Private,Bengaluru + 4 more,19,201-500 Employees (Global)
1454,Doha Bank,3.2,(27 Reviews),Doha + 3 more,11-50 Employees (India),,
1455,SAMCO,3.4,(27 Reviews),Private,Mumbai + 2 more,7,201-500 Employees (India)
1456,Financepeer,4.4,(27 Reviews),"Mumbai,Maharashtra + 8 more",5,201-500 Employees (India),
1457,Mitsubishi Corpo...,4.3,(726 Reviews),Public,"Tokyo,Tokyo + 7 more",72,10k-50k Employees (India)
1458,AMICI Global Sol...,4.3,(26 Reviews),Private,"Delhi/NCR,New Delhi",9,11-50 Employees (Global)
1459,Haiko Logistics,3.5,(26 Reviews),Private,"Mumbai,Maharashtra + 4 more",17,51-200 Employees (India)
1460,AON Global Insur...,4.5,(26 Reviews),Private,Noida + 6 more,10k-50k Employees (India),
1461,Sagacious Infosy...,2.7,(26 Reviews),Private,Bengaluru,14,11-50 Employees (Global)
1462,Adroit Financial...,3.7,(26 Reviews),Private,Ghaziabad + 5 more,28,201-500 Employees (India)
1463,QuScient Technol...,3.1,(26 Reviews),Private,"Chennai,Tamil Nadu",17,201-500 Employees (India)
1464,Institutional Sh...,3.5,(26 Reviews),Private,"Rockville,Maryland + 1 more",37,501-1k Employees (India)
1465,Samson Controls,3.1,(26 Reviews),Private,Baytown + 2 more,201-500 Employees (India),
1466,Cent Bank Home F...,3.8,(26 Reviews),Private,Bhopal + 12 more,31,51-200 Employees (India)
1467,Mohan Energy Cor...,3.7,(26 Reviews),Private,New Delhi + 4 more,48,51-200 Employees (India)
1468,Bhattad Group,3.0,(26 Reviews),Mumbai,74,,
1469,Paradigm IT,4.1,(26 Reviews),"Kochi,kerala + 3 more",51-200 Employees (India),,
1470,Castle Toyota,4.1,(26 Reviews),Jalandhar + 2 more,85,,
1471,SM Auto Stamping,4.5,(26 Reviews),Nashik + 1 more,27,51-200 Employees (India),
1472,Sparrow SoftTech,3.6,(26 Reviews),Bhavnagar + 3 more,8,,
1473,Pinga Solutions,3.4,(26 Reviews),Bengaluru,20,51-200 Employees (India),
1474,Envirotech Servi...,3.5,(26 Reviews),Private,Greeley,51-200 Employees (Global),
1475,Sankhyana Consul...,3.6,(26 Reviews),Bengaluru + 3 more,8,11-50 Employees (Global),
1476,Arman Financial ...,4.1,(26 Reviews),Public,"Ahmedabad,Gujrat + 6 more",30,51-200 Employees (India)
1477,Maan Aluminium,3.8,(26 Reviews),Public,New Delhi + 2 more,51-200 Employees (India),
1478,Financial Agency...,3.8,(26 Reviews),Thane + 2 more,11-50 Employees (India),,
1479,Bangiya Gramin V...,3.6,(26 Reviews),Private,Berhampore + 6 more,15,501-1k Employees (India)
1480,AWP Assistance,4.0,(26 Reviews),Private,"Gurgaon,Haryana + 2 more",15,11-50 Employees (India)
1481,CLARUS TELECOM,4.6,(26 Reviews),Melbourne,51-200 Employees (India),,
1482,Krish Biotech Re...,3.1,(26 Reviews),Nadia,51-200 Employees (India),,
1483,RSN Engineering ...,1.5,(26 Reviews),Private,"Chennai,Tamil Nadu + 2 more",10,51-200 Employees (India)
1484,Om Sai Enterpris...,4.5,(26 Reviews),Bengaluru + 11 more,,,
1485,Douse Fire Syste...,2.5,(26 Reviews),Thane + 3 more,23,201-500 Employees (India),
1486,Mahesh Value Pro...,4.4,(26 Reviews),Chennai + 2 more,51-200 Employees (India),,
1487,DM Pharma,3.8,(26 Reviews),Chandigarh + 3 more,15,11-50 Employees (India),
1488,Seya Industries,3.6,(26 Reviews),Public,Mumbai + 1 more,32,201-500 Employees (Global)
1489,Vplak,4.7,(26 Reviews),Gurgaon,6,,
1490,Euro Exim,4.4,(26 Reviews),Mumbai,51-200 Employees (India),,
1491,Paramount Polyme...,3.3,(26 Reviews),Pune + 1 more,51-200 Employees (India),,
1492,Prima Telecom,4.0,(26 Reviews),Public,Noida + 3 more,27,51-200 Employees (India)
1493,Siemens Financia...,4.5,(26 Reviews),Private,"Iselin,NJ + 9 more",40,51-200 Employees (India)
1494,Thermopads,3.9,(26 Reviews),Private,Hyderabad + 2 more,501-1k Employees (India),
1495,Hindustan Motor ...,4.0,(26 Reviews),Private,Kolkata + 10 more,85,51-200 Employees (India)
1496,Supreme Securiti...,3.4,(26 Reviews),Private,"New Delhi,Delhi + 10 more",30,11-50 Employees (India)
1497,Acuité Ratings &...,3.9,(26 Reviews),Public,"Mumbai,Maharashtra + 4 more",17,201-500 Employees (India)
1498,Edelweiss Genera...,3.6,(26 Reviews),Mumbai + 3 more,201-500 Employees (India),,
1499,Spectrum Insuran...,3.9,(26 Reviews),Public,"New Delhi,Delhi + 4 more",11,201-500 Employees (Global)
1500,TriCore Solution...,3.7,(26 Reviews),Private,"Norwell,Massachusetts + 1 more",23,1k-5k Employees (India)
1501,Softlogic System...,4.3,(26 Reviews),Private,Chennai,21,51-200 Employees (India)
1502,Systematix Share...,2.7,(25 Reviews),Private,Mumbai + 3 more,51-200 Employees (India),
1503,Taxmann Publicat...,3.6,(25 Reviews),Private,New Delhi + 1 more,51-200 Employees (India),
1504,Misport Manufact...,3.2,(25 Reviews),Dehradun + 5 more,11-50 Employees (India),,
1505,Eko India Financ...,3.6,(25 Reviews),Private,"Delhi/NCR,New Delhi + 3 more",16,51-200 Employees (India)
1506,Transparent Valu...,3.6,(25 Reviews),Private,New York + 1 more,19,51-200 Employees (India)
1507,IndusTeqsite,3.5,(25 Reviews),Private,Chennai,24,201-500 Employees (Global)
1508,Shirdi Industrie...,4.3,(25 Reviews),Public,"Mumbai,Maharashtra + 8 more",29,501-1k Employees (India)
1509,Air Control & Ch...,3.8,(25 Reviews),Ahmedabad + 1 more,201-500 Employees (India),,
1510,Neptune Group,4.4,(25 Reviews),"Mumbai,Maharashtra + 2 more",20,51-200 Employees (India),
1511,Sanria Engineeri...,3.2,(25 Reviews),Private,San Jose + 1 more,20,51-200 Employees (India)
1512,Bluefrog Mobile ...,4.1,(25 Reviews),Visakhapatnam,14,51-200 Employees (India),
1513,JREW Engineering,3.4,(25 Reviews),Private,"Faridabad,Haryana + 2 more",49,1k-5k Employees (India)
1514,Velocity Organis...,3.7,(25 Reviews),Pune,201-500 Employees (India),,
1515,Hyderabad Chemic...,4.4,(25 Reviews),Hyderabad + 3 more,53,,
1516,Nitiraj Engineer...,2.8,(25 Reviews),Public,"Dhule,Maharashtra + 6 more",33,51-200 Employees (India)
1517,Global Kitchens,4.0,(25 Reviews),"Mumbai,Maharashtra + 2 more",11,11-50 Employees (India),
1518,24 Frames Digita...,3.4,(25 Reviews),Mumbai + 2 more,51-200 Employees (India),,
1519,Theme Export,4.4,(25 Reviews),New Delhi,,,
1520,National Institu...,4.5,(25 Reviews),Private,Goa + 2 more,56,501-1k Employees (India)
1521,BookEventz,3.4,(25 Reviews),Private,"Mumbai,Maharashtra + 2 more",10,11-50 Employees (India)
1522,The Dollar Busin...,3.0,(25 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",9,51-200 Employees (India)
1523,Attune Technolog...,4.2,(25 Reviews),Private,Singapore + 2 more,14,201-500 Employees (India)
1524,Amrut Software,4.0,(25 Reviews),Private,"Mumbai,Maharashtra + 1 more",21,201-500 Employees (India)
1525,Shah TC Overseas,3.3,(25 Reviews),New Delhi,51-200 Employees (India),,
1526,Shachihata,2.5,(25 Reviews),Chennai + 6 more,201-500 Employees (India),,
1527,Duff & Phelps,4.4,(25 Reviews),LLC,"New York,New York + 5 more",90,201-500 Employees (India)
1528,Arudra Engineers,3.7,(25 Reviews),Chennai,41,51-200 Employees (India),
1529,Croma Campus,3.6,(25 Reviews),Private,"Noida,Uttar Pradesh + 4 more",14,11-50 Employees (India)
1530,Iris Computers,3.7,(25 Reviews),New Delhi + 6 more,26,,
1531,Coastal Local Ar...,4.8,(25 Reviews),Vijayawada + 6 more,23,51-200 Employees (India),
1532,Fortune Financia...,4.3,(25 Reviews),Private,"Mumbai,Maharashtra + 9 more",31,1k-5k Employees (Global)
1533,Beacon Insurance...,4.0,(25 Reviews),Vadodara + 6 more,17,201-500 Employees (India),
1534,Share India Secu...,4.4,(25 Reviews),Private,Delhi + 3 more,51-200 Employees (India),
1535,Cords Cable Indu...,2.8,(25 Reviews),Public,"Delhi/NCR,New Delhi + 2 more",35,501-1k Employees (India)
1536,Orbis Financial,3.9,(25 Reviews),Gurgaon + 1 more,51-200 Employees (India),,
1537,Overseas AST,4.0,(25 Reviews),Dubai + 1 more,124,10k-50k Employees (India),
1538,Goodrich Gasket,3.1,(25 Reviews),Private,"Chennai,Tamil Nadu + 4 more",35,51-200 Employees (India)
1539,Cipla BioTec,3.9,(25 Reviews),Salcete + 10 more,14,11-50 Employees (India),
1540,Mitrata Inclusiv...,3.9,(25 Reviews),Private,Gurgaon + 7 more,,
1541,Go-Jek,4.1,(25 Reviews),"Jakarta,Jakarta + 1 more",12,501-1k Employees (India),
1542,Beacon Trusteesh...,4.0,(25 Reviews),"Mumbai,Maharashtra + 1 more",7,51-200 Employees (India),
1543,Govche India,4.6,(25 Reviews),"Chennai,Tamil Nadu",12,201-500 Employees (Global),
1544,Raghava Auto Fin...,4.1,(25 Reviews),Nellore + 11 more,1k-5k Employees (India),,
1545,Oxyzo Financial ...,3.7,(25 Reviews),Delhi + 6 more,6,201-500 Employees (India),
1546,Grameen Financia...,4.4,(25 Reviews),Bengaluru/Bangalore + 7 more,10k-50k Employees (India),,
1547,Chimera Technolo...,3.4,(25 Reviews),Private,"Bangalore/Bengaluru,Karnataka",21,51-200 Employees (India)
1548,Mindmill Softwar...,3.3,(24 Reviews),Private,"Noida,Uttar Pradesh",29,51-200 Employees (India)
1549,Essel Utilities,2.7,(24 Reviews),Private,Noida + 6 more,10,1k-5k Employees (Global)
1550,MARG Software So...,3.8,(24 Reviews),Private,Lucknow + 8 more,51-200 Employees (India),
1551,Swastik Industri...,2.8,(24 Reviews),Private,Andheri East + 8 more,35,51-200 Employees (India)
1552,SBEM,4.2,(24 Reviews),Private,Mumbai + 1 more,51-200 Employees (India),
1553,CSI Computech,3.7,(24 Reviews),Private,"Navi Mumbai,Maharashtra + 4 more",16,11-50 Employees (Global)
1554,MoreYeahs,4.3,(24 Reviews),Private,"Indore,Madhya Pradesh",8,51-200 Employees (India)
1555,Modak Analytics,3.7,(24 Reviews),Private,"Sheridan,Wyoming",12,201-500 Employees (India)
1556,Excel Life Scien...,3.7,(24 Reviews),Private,Noida + 7 more,16,51-200 Employees (Global)
1557,Neccon Power and...,3.6,(24 Reviews),Private,Jaipur + 5 more,38,51-200 Employees (India)
1558,Independent,4.6,(24 Reviews),Private,Dublin + 8 more,117,501-1k Employees (Global)
1559,Siderforgerossi ...,3.9,(24 Reviews),Private,Bangalore,51-200 Employees (India),
1560,Family Planning ...,4.6,(24 Reviews),"Mumbai,Maharashtra + 13 more",73,51-200 Employees (India),
1561,Gramin Bank of A...,4.2,(24 Reviews),"Lucknow,Uttar Pradesh + 5 more",9,1k-5k Employees (India),
1562,M. S. Ramaiah Un...,4.5,(24 Reviews),Bengaluru + 1 more,9,201-500 Employees (India),
1563,Sudit K Parekh &...,3.8,(24 Reviews),Mumbai + 2 more,,,
1564,RailYatri,3.9,(24 Reviews),"Noida,Uttar Pradesh + 2 more",11,51-200 Employees (India),
1565,Trans Neuron Tec...,4.1,(24 Reviews),Private,"Bangalore/Bengaluru,Karnataka",7,51-200 Employees (India)
1566,The Kids Clinic,4.0,(24 Reviews),Mumbai + 5 more,9,1k-5k Employees (India),
1567,Treamis World Sc...,2.3,(24 Reviews),Private,Bengaluru,15,51-200 Employees (India)
1568,Lords Institute ...,3.9,(24 Reviews),Hyderabad + 1 more,201-500 Employees (India),,
1569,BMW Financial Se...,3.0,(24 Reviews),501-1k Employees (India),,,
1570,Al Salama Eye Ho...,4.5,(24 Reviews),Private,Perinthalmanna + 3 more,21,1k-5k Employees (Global)
1571,Invendis Technol...,4.1,(24 Reviews),Bengaluru,15,51-200 Employees (India),
1572,Innocule,4.0,(24 Reviews),"Bhubaneswar,Odisha",8,51-200 Employees (India),
1573,Viridian Red,4.3,(24 Reviews),New Delhi + 2 more,201-500 Employees (India),,
1574,ICE,3.9,(24 Reviews),Manhattan + 6 more,8,,
1575,Naavinya CAD Sof...,3.7,(24 Reviews),Bengaluru + 2 more,18,,
1576,Quantum Asset Ma...,3.9,(24 Reviews),Private,"Mumbai,Maharashtra + 3 more",17,201-500 Employees (India)
1577,PepperTap,4.5,(24 Reviews),"Delhi,NCT + 8 more",8,201-500 Employees (India),
1578,eLuminous Techno...,3.8,(24 Reviews),Private,"Nasik/Nashik,Maharashtra + 1 more",20,201-500 Employees (India)
1579,CME Group,4.2,(24 Reviews),Private,"Chicago,Illinois + 1 more",174,201-500 Employees (India)
1580,Krish IT Solutio...,4.1,(24 Reviews),Chennai,20,51-200 Employees (India),
1581,Qspear Consultan...,4.4,(24 Reviews),Noida,51-200 Employees (India),,
1582,Financial Inform...,4.4,(24 Reviews),Mumbai + 9 more,5k-10k Employees (India),,
1583,Trpc Service Tea...,4.0,(24 Reviews),Private,16,11-50 Employees (Global),
1584,Futurisk Insuran...,4.3,(24 Reviews),Chennai + 4 more,17,51-200 Employees (India),
1585,Bitscape Infotec...,4.7,(24 Reviews),Private,"Santa Fe Springs,California",20,51-200 Employees (India)
1586,Sundaram Mutual ...,2.8,(24 Reviews),Private,Chennai + 14 more,26,1k-5k Employees (India)
1587,Bonaz Capital,2.8,(24 Reviews),Indore,7,51-200 Employees (India),
1588,Neerinfo Solutio...,3.8,(24 Reviews),Private,"Noida,Uttar Pradesh",18,51-200 Employees (India)
1589,GREEN CIRCLE,2.3,(24 Reviews),Vadodara + 2 more,,,
1590,Neerinfo Solutio...,3.8,(24 Reviews),Private,"Noida,Uttar Pradesh",18,51-200 Employees (India)
1591,Bulls Eye,3.7,(24 Reviews),Chandigarh + 6 more,26,51-200 Employees (Global),
1592,Bonaz Capital,2.8,(24 Reviews),Indore,7,51-200 Employees (India),
1593,Gramin Bank of A...,4.2,(24 Reviews),"Lucknow,Uttar Pradesh + 5 more",9,1k-5k Employees (India),
1594,Quantum Asset Ma...,3.9,(24 Reviews),Private,"Mumbai,Maharashtra + 3 more",17,201-500 Employees (India)
1595,Sundaram Mutual ...,2.8,(24 Reviews),Private,Chennai + 14 more,26,1k-5k Employees (India)
1596,Mann-India Techn...,4.3,(24 Reviews),Private,New Delhi + 4 more,51-200 Employees (India),
1597,NABFINS,4.3,(24 Reviews),Bengaluru + 11 more,51-200 Employees (India),,
